"#","number","plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","Nummer","municipality2","Lokalität","Subquadrat","Coordx","Coordy","Höhe","Präzision","Tag","Monat","M (Römisch)","Jahr","Gattung","Art","Weibchen","Arbeiterin","Männchen","Legit","geprüft durch","usage notes","Sammlung","ACU-Nummer","Species name","RLstatus","...39","...40","...41","0","left to do"
80,"GE080",1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025","1","C.SC.JU.1.1","G. Egloff","Val Terbi","GE080","Val Terbi",NA,NA,"597593","244621",444,6,"03","04","iv","2025","Andrena","rufula",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena rufula","LC",NA,NA,NA,NA,NA
81,"GE081",1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025","1","C.SC.JU.1.1","G. Egloff","Val Terbi","GE081","Val Terbi",NA,NA,"597593","244621",444,6,"03","04","iv","2025","Andrena","haemorrhoa",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
82,"GE082",1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025","1","C.SC.JU.1.1","G. Egloff","Val Terbi","GE082","Val Terbi",NA,NA,"597593","244621",444,6,"03","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
83,"GE083",1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025","1","C.SC.JU.1.1","G. Egloff","Val Terbi","GE083","Val Terbi",NA,NA,"597593","244621",444,6,"03","04","iv","2025","Nomada","ruficornis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
84,"GE084",1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025","1","C.SC.JU.1.1","G. Egloff","Val Terbi","GE084","Val Terbi",NA,NA,"597593","244621",444,6,"03","04","iv","2025","Nomada","ferruginata",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ferruginata","VU",NA,NA,NA,NA,NA
85,"GE085",1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025","1","C.SC.JU.1.1","G. Egloff","Val Terbi","GE085","Val Terbi",NA,NA,"597593","244621",444,6,"03","04","iv","2025","Nomada","ferruginata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ferruginata","VU",NA,NA,NA,NA,NA
86,"GE086",1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025","1","C.SC.JU.1.1","G. Egloff","Val Terbi","GE086","Val Terbi",NA,NA,"597593","244621",444,6,"03","04","iv","2025","Nomada","cf. ferruginata",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ferruginata","VU",NA,NA,NA,NA,NA
87,"GE087",8,"control","Scheulte",2597681,1244557,445,"JU","03.04.2025","1","C.SC.JU.1.8","G. Egloff","Val Terbi","GE087","Val Terbi",NA,NA,"597681","244557",445,6,"03","04","iv","2025","Andrena","cineraria",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena cineraria","LC",NA,NA,NA,NA,NA
88,"GE088",8,"control","Scheulte",2597681,1244557,445,"JU","03.04.2025","1","C.SC.JU.1.8","G. Egloff","Val Terbi","GE088","Val Terbi",NA,NA,"597681","244557",445,6,"03","04","iv","2025","Nomada","ruficornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
89,"GE089",6,"control","Scheulte",2597674,1244564,445,"JU","03.04.2025","1","C.SC.JU.1.6","G. Egloff","Val Terbi","GE089","Val Terbi",NA,NA,"597674","244564",445,6,"03","04","iv","2025","Nomada","lathburiana",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada lathburiana","LC",NA,NA,NA,NA,NA
90,"GE090",6,"control","Scheulte",2597674,1244564,445,"JU","03.04.2025","1","C.SC.JU.1.6","G. Egloff","Val Terbi","GE090","Val Terbi",NA,NA,"597674","244564",445,6,"03","04","iv","2025","Lasioglossum","calceatum",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
91,"GE091",2,"control","Scheulte",2597601,1244609,444,"JU","03.04.2025","1","C.SC.JU.1.2","G. Egloff","Val Terbi","GE091","Val Terbi",NA,NA,"597601","244609",444,6,"03","04","iv","2025","Nomada","ferruginata",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ferruginata","VU",NA,NA,NA,NA,NA
92,"GE092",7,"control","Scheulte",2597681,1244512,445,"JU","03.04.2025","1","C.SC.JU.1.7","G. Egloff","Val Terbi","GE092","Val Terbi",NA,NA,"597681","244512",445,6,"03","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
93,"GE093",7,"control","Scheulte",2597681,1244512,445,"JU","03.04.2025","1","C.SC.JU.1.7","G. Egloff","Val Terbi","GE093","Val Terbi",NA,NA,"597681","244512",445,6,"03","04","iv","2025","Nomada","fabriciana",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada fabriciana","LC",NA,NA,NA,NA,NA
94,"GE094",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE094","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
95,"GE095",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE095","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
96,"GE096",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE096","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
97,"GE097",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE097","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
98,"GE098",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE098","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
99,"GE099",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE099","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
100,"GE100",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE100","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
101,"GE101",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE101","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
102,"GE102",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE102","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
103,"GE103",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE103","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
104,"GE104",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE104","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
105,"GE105",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE105","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Andrena","dorsata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena dorsata","LC",NA,NA,NA,NA,NA
106,"GE106",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE106","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Andrena","dorsata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena dorsata","LC",NA,NA,NA,NA,NA
107,"GE107",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE107","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
108,"GE108",5,"focal","Thiele",2537610,1180170,433,"VD","04.04.2025","1","F.TH.VD.1.5","G. Egloff","Yverdon-les-Bains","GE108","Yverdon-les-Bains",NA,NA,"537610","180170",433,6,"04","04","iv","2025","Colletes","cunicularius",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Colletes cunicularius","LC",NA,NA,NA,NA,NA
109,"GE109",1,"focal","Thiele",2537558,1180097,433,"VD","04.04.2025","1","F.TH.VD.1.1","G. Egloff","Yverdon-les-Bains","GE109","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
110,"GE110",1,"focal","Thiele",2537558,1180097,433,"VD","04.04.2025","1","F.TH.VD.1.1","G. Egloff","Yverdon-les-Bains","GE110","Yverdon-les-Bains",NA,NA,"537558","180097",433,6,"04","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
111,"GE111",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE111","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Bombus","pratorum",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus pratorum","LC",NA,NA,NA,NA,NA
112,"GE112",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE112","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Bombus","pratorum",NA,1,NA,"G. Egloff","C. Praz",NA,NA,NA,"Bombus pratorum","LC",NA,NA,NA,NA,NA
113,"GE113",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE113","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","interruptum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum interruptum","LC",NA,NA,NA,NA,NA
114,"GE114",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE114","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
115,"GE115",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE115","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
116,"GE116",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE116","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
117,"GE117",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE117","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
118,"GE118",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE118","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
119,"GE119",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE119","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
120,"GE120",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE120","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
121,"GE121",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE121","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
122,"GE122",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE122","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
123,"GE123",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE123","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
124,"GE124",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE124","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","pauxillum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
125,"GE125",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE125","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
126,"GE126",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE126","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
127,"GE127",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE127","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
128,"GE128",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE128","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
129,"GE129",4,"focal","Thiele",2537576,1180143,431,"VD","04.04.2025","1","F.TH.VD.1.4","G. Egloff","Yverdon-les-Bains","GE129","Yverdon-les-Bains",NA,NA,"537576","180143",431,6,"04","04","iv","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
130,"GE130",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE130","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
131,"GE131",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE131","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
132,"GE132",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE132","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
133,"GE133",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE133","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Lasioglossum","calceatum",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
134,"GE134",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE134","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
135,"GE135",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE135","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
136,"GE136",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE136","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
137,"GE137",6,"focal","Thiele",2537647,1180202,433,"VD","04.04.2025","1","F.TH.VD.1.6","G. Egloff","Yverdon-les-Bains","GE137","Yverdon-les-Bains",NA,NA,"537647","180202",433,6,"04","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
138,"GE138",8,"focal","Thiele",2537676,1180224,433,"VD","04.04.2025","1","F.TH.VD.1.8","G. Egloff","Yverdon-les-Bains","GE138","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"04","04","iv","2025","Andrena","gravida",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena gravida","LC",NA,NA,NA,NA,NA
139,"GE139",8,"focal","Thiele",2537676,1180224,433,"VD","04.04.2025","1","F.TH.VD.1.8","G. Egloff","Yverdon-les-Bains","GE139","Yverdon-les-Bains",NA,NA,"537676","180224",433,6,"04","04","iv","2025","Psithyrus","vestalis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Psithyrus vestalis","LC",NA,NA,NA,NA,NA
140,"GE140",2,"focal","Thiele",2537559,1180126,433,"VD","04.04.2025","1","F.TH.VD.1.2","G. Egloff","Yverdon-les-Bains","GE140","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"04","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
141,"GE141",2,"focal","Thiele",2537559,1180126,433,"VD","04.04.2025","1","F.TH.VD.1.2","G. Egloff","Yverdon-les-Bains","GE141","Yverdon-les-Bains",NA,NA,"537559","180126",433,6,"04","04","iv","2025","Nomada","fucata",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada fucata","LC",NA,NA,NA,NA,NA
142,"GE142",7,"focal","Thiele",2537657,1180201,431,"VD","04.04.2025","1","F.TH.VD.1.7","G. Egloff","Yverdon-les-Bains","GE142","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"04","04","iv","2025","Psithyrus","vestalis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Psithyrus vestalis","LC",NA,NA,NA,NA,NA
143,"GE143",7,"focal","Thiele",2537657,1180201,431,"VD","04.04.2025","1","F.TH.VD.1.7","G. Egloff","Yverdon-les-Bains","GE143","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"04","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
144,"GE144",7,"focal","Thiele",2537657,1180201,431,"VD","04.04.2025","1","F.TH.VD.1.7","G. Egloff","Yverdon-les-Bains","GE144","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"04","04","iv","2025","Lasioglossum","semilucens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum semilucens","LC",NA,NA,NA,NA,NA
145,"GE145",7,"focal","Thiele",2537657,1180201,431,"VD","04.04.2025","1","F.TH.VD.1.7","G. Egloff","Yverdon-les-Bains","GE145","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"04","04","iv","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
146,"GE146",7,"focal","Thiele",2537657,1180201,431,"VD","04.04.2025","1","F.TH.VD.1.7","G. Egloff","Yverdon-les-Bains","GE146","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"04","04","iv","2025","Lasioglossum","morio",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum morio","LC",NA,NA,NA,NA,NA
147,"GE147",7,"focal","Thiele",2537657,1180201,431,"VD","04.04.2025","1","F.TH.VD.1.7","G. Egloff","Yverdon-les-Bains","GE147","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"04","04","iv","2025","Lasioglossum","minutissimum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum minutissimum","LC",NA,NA,NA,NA,NA
148,"GE148",7,"focal","Thiele",2537657,1180201,431,"VD","04.04.2025","1","F.TH.VD.1.7","G. Egloff","Yverdon-les-Bains","GE148","Yverdon-les-Bains",NA,NA,"537657","180201",431,6,"04","04","iv","2025","Lasioglossum","politum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum politum","LC",NA,NA,NA,NA,NA
149,"GE149",6,"control","Thiele",2535368,1178181,435,"VD","05.04.2025","1","C.TH.VD.1.6","G. Egloff","Suscévaz","GE149","Suscévaz",NA,NA,"535368","178181",435,6,"05","04","iv","2025","Psithyrus","vestalis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Psithyrus vestalis","LC",NA,NA,NA,NA,NA
150,"GE150",6,"control","Thiele",2535368,1178181,435,"VD","05.04.2025","1","C.TH.VD.1.6","G. Egloff","Suscévaz","GE150","Suscévaz",NA,NA,"535368","178181",435,6,"05","04","iv","2025","Psithyrus","vestalis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Psithyrus vestalis","LC",NA,NA,NA,NA,NA
151,"GE151",6,"control","Thiele",2535368,1178181,435,"VD","05.04.2025","1","C.TH.VD.1.6","G. Egloff","Suscévaz","GE151","Suscévaz",NA,NA,"535368","178181",435,6,"05","04","iv","2025","Psithyrus","vestalis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Psithyrus vestalis","LC",NA,NA,NA,NA,NA
152,"GE152",13,"focal","Thiele",2537540,1180103,433,"VD","04.04.2025","1","F.TH.VD.1.13","G. Egloff","Yverdon-les-Bains","GE152","Yverdon-les-Bains",NA,NA,"537540","180103",433,6,"04","04","iv","2025","Anthophora","plumipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Anthophora plumipes","LC",NA,NA,NA,NA,NA
