"#","number","plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","Nummer","municipality2","Lokalität","Subquadrat","Coordx","Coordy","Höhe","Präzision","Tag","Monat","M (Römisch)","Jahr","Gattung","Art","Weibchen","Arbeiterin","Männchen","Legit","geprüft durch","usage notes","Sammlung","ACU-Nummer","Species name","RLstatus","...39","...40","...41","0","left to do"
164,"GE164",7,"focal","Schwarzbach",2608189,1193195,525,"BE","10.04.2025","1","F.SC.BE.1.7","G. Egloff","Rubigen","GE164","Rubigen",NA,NA,"608189","193195",525,6,"10","04","iv","2025","Andrena","falsifica",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
165,"GE165",7,"focal","Schwarzbach",2608189,1193195,525,"BE","10.04.2025","1","F.SC.BE.1.7","G. Egloff","Rubigen","GE165","Rubigen",NA,NA,"608189","193195",525,6,"10","04","iv","2025","Sphecodes","ephippius",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Sphecodes ephippius","LC",NA,NA,NA,NA,NA
166,"GE166",7,"focal","Schwarzbach",2608189,1193195,525,"BE","10.04.2025","1","F.SC.BE.1.7","G. Egloff","Rubigen","GE166","Rubigen",NA,NA,"608189","193195",525,6,"10","04","iv","2025","Nomada","ruficornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
167,"GE167",8,"focal","Schwarzbach",2608198,1193190,525,"BE","10.04.2025","1","F.SC.BE.1.8","G. Egloff","Rubigen","GE167","Rubigen",NA,NA,"608198","193190",525,6,"10","04","iv","2025","Andrena","scotica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena scotica","LC",NA,NA,NA,NA,NA
168,"GE168",8,"focal","Schwarzbach",2608198,1193190,525,"BE","10.04.2025","1","F.SC.BE.1.8","G. Egloff","Rubigen","GE168","Rubigen",NA,NA,"608198","193190",525,6,"10","04","iv","2025","Andrena","scotica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena scotica","LC",NA,NA,NA,NA,NA
169,"GE169",8,"focal","Schwarzbach",2608198,1193190,525,"BE","10.04.2025","1","F.SC.BE.1.8","G. Egloff","Rubigen","GE169","Rubigen",NA,NA,"608198","193190",525,6,"10","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
170,"GE170",8,"focal","Schwarzbach",2608198,1193190,525,"BE","10.04.2025","1","F.SC.BE.1.8","G. Egloff","Rubigen","GE170","Rubigen",NA,NA,"608198","193190",525,6,"10","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
171,"GE171",8,"focal","Schwarzbach",2608198,1193190,525,"BE","10.04.2025","1","F.SC.BE.1.8","G. Egloff","Rubigen","GE171","Rubigen",NA,NA,"608198","193190",525,6,"10","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
172,"GE172",8,"focal","Schwarzbach",2608198,1193190,525,"BE","10.04.2025","1","F.SC.BE.1.8","G. Egloff","Rubigen","GE172","Rubigen",NA,NA,"608198","193190",525,6,"10","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
173,"GE173",8,"focal","Schwarzbach",2608198,1193190,525,"BE","10.04.2025","1","F.SC.BE.1.8","G. Egloff","Rubigen","GE173","Rubigen",NA,NA,"608198","193190",525,6,"10","04","iv","2025","Nomada","flavoguttata",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada flavoguttata","LC",NA,NA,NA,NA,NA
174,"GE174",6,"focal","Schwarzbach",2608180,1193208,525,"BE","10.04.2025","1","F.SC.BE.1.6","G. Egloff","Rubigen","GE174","Rubigen",NA,NA,"608180","193208",525,6,"10","04","iv","2025","Nomada","ruficornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
175,"GE175",6,"focal","Schwarzbach",2608180,1193208,525,"BE","10.04.2025","1","F.SC.BE.1.6","G. Egloff","Rubigen","GE175","Rubigen",NA,NA,"608180","193208",525,6,"10","04","iv","2025","Nomada","flavoguttata",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada flavoguttata","LC",NA,NA,NA,NA,NA
176,"GE176",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE176","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Lasioglossum","calceatum",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
177,"GE177",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE177","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Lasioglossum","calceatum",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
178,"GE178",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE178","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
179,"GE179",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE179","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
180,"GE180",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE180","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Lasioglossum","malachurum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum malachurum","LC",NA,NA,NA,NA,NA
181,"GE181",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE181","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Andrena","falsifica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
182,"GE182",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE182","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Andrena","falsifica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
183,"GE183",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE183","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Halictus","tumulorum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Halictus tumulorum","LC",NA,NA,NA,NA,NA
184,"GE184",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE184","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Andrena","falsifica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
185,"GE185",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE185","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Andrena","falsifica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
186,"GE186",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE186","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Andrena","falsifica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
187,"GE187",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE187","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Andrena","falsifica",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
188,"GE188",4,"focal","Schwarzbach",2608165,1193225,525,"BE","10.04.2025","1","F.SC.BE.1.4","G. Egloff","Rubigen","GE188","Rubigen",NA,NA,"608165","193225",525,6,"10","04","iv","2025","Andrena","falsifica",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena falsifica","LC",NA,NA,NA,NA,NA
189,"GE189",3,"control","Schwarzbach",2609924,1193119,588,"BE","11.04.2025","1","C.SC.BE.1.3","G. Egloff","Münsingen","GE189","Münsingen",NA,NA,"609924","193119",588,6,"11","04","iv","2025","Nomada","ruficornis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
190,"GE190",3,"control","Schwarzbach",2609924,1193119,588,"BE","11.04.2025","1","C.SC.BE.1.3","G. Egloff","Münsingen","GE190","Münsingen",NA,NA,"609924","193119",588,6,"11","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
191,"GE191",3,"control","Schwarzbach",2609924,1193119,588,"BE","11.04.2025","1","C.SC.BE.1.3","G. Egloff","Münsingen","GE191","Münsingen",NA,NA,"609924","193119",588,6,"11","04","iv","2025","Lasioglossum","semilucens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum semilucens","LC",NA,NA,NA,NA,NA
192,"GE192",1,"control","Schwarzbach",2609861,1193161,587,"BE","11.04.2025","1","C.SC.BE.1.1","G. Egloff","Münsingen","GE192","Münsingen",NA,NA,"609861","193161",587,6,"11","04","iv","2025","Andrena","nitida",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena nitida","LC",NA,NA,NA,NA,NA
193,"GE193",1,"control","Schwarzbach",2609861,1193161,587,"BE","11.04.2025","1","C.SC.BE.1.1","G. Egloff","Münsingen","GE193","Münsingen",NA,NA,"609861","193161",587,6,"11","04","iv","2025","Nomada","fabriciana",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada fabriciana","LC",NA,NA,NA,NA,NA
194,"GE194",5,"control","Schwarzbach",2609958,1193095,588,"BE","11.04.2025","1","C.SC.BE.1.5","G. Egloff","Münsingen","GE194","Münsingen",NA,NA,"609958","193095",588,6,"11","04","iv","2025","Nomada","ruficornis",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
195,"GE195",8,"control","Schwarzbach",2610004,1193064,589,"BE","11.04.2025","1","C.SC.BE.1.8","G. Egloff","Münsingen","GE195","Münsingen",NA,NA,"610004","193064",589,6,"11","04","iv","2025","Nomada","ruficornis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
196,"GE196",8,"control","Schwarzbach",2610004,1193064,589,"BE","11.04.2025","1","C.SC.BE.1.8","G. Egloff","Münsingen","GE196","Münsingen",NA,NA,"610004","193064",589,6,"11","04","iv","2025","Lasioglossum","calceatum",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
197,"GE197",8,"control","Schwarzbach",2610004,1193064,589,"BE","11.04.2025","1","C.SC.BE.1.8","G. Egloff","Münsingen","GE197","Münsingen",NA,NA,"610004","193064",589,6,"11","04","iv","2025","Nomada","flavoguttata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada flavoguttata","LC",NA,NA,NA,NA,NA
198,"GE198",2,"control","Schwarzbach",2609873,1193153,587,"BE","11.04.2025","1","C.SC.BE.1.2","G. Egloff","Münsingen","GE198","Münsingen",NA,NA,"609873","193153",587,6,"11","04","iv","2025","Lasioglossum","calceatum",1,NA,NA,"G. Egloff","C. Praz","Used for teaching",NA,NA,"Lasioglossum calceatum","LC",NA,NA,NA,NA,NA
199,"GE199",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE199","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
200,"GE200",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE200","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
201,"GE201",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE201","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
202,"GE202",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE202","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
203,"GE203",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE203","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
204,"GE204",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE204","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
205,"GE205",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE205","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
206,"GE206",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE206","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
207,"GE207",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE207","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
208,"GE208",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE208","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
209,"GE209",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE209","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
210,"GE210",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE210","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
211,"GE211",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE211","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Lasioglossum","laticeps",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum laticeps","LC",NA,NA,NA,NA,NA
212,"GE212",7,"control","Schwarzbach",2609983,1193078,589,"BE","11.04.2025","1","C.SC.BE.1.7","G. Egloff","Münsingen","GE212","Münsingen",NA,NA,"609983","193078",589,6,"11","04","iv","2025","Nomada","ruficornis",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada ruficornis","LC",NA,NA,NA,NA,NA
213,"GE213",4,"control","Schwarzbach",2609945,1193105,588,"BE","11.04.2025","1","C.SC.BE.1.4","G. Egloff","Münsingen","GE213","Münsingen",NA,NA,"609945","193105",588,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
214,"GE214",4,"control","Schwarzbach",2609945,1193105,588,"BE","11.04.2025","1","C.SC.BE.1.4","G. Egloff","Münsingen","GE214","Münsingen",NA,NA,"609945","193105",588,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
215,"GE215",4,"control","Schwarzbach",2609945,1193105,588,"BE","11.04.2025","1","C.SC.BE.1.4","G. Egloff","Münsingen","GE215","Münsingen",NA,NA,"609945","193105",588,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
216,"GE216",4,"control","Schwarzbach",2609945,1193105,588,"BE","11.04.2025","1","C.SC.BE.1.4","G. Egloff","Münsingen","GE216","Münsingen",NA,NA,"609945","193105",588,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
217,"GE217",4,"control","Schwarzbach",2609945,1193105,588,"BE","11.04.2025","1","C.SC.BE.1.4","G. Egloff","Münsingen","GE217","Münsingen",NA,NA,"609945","193105",588,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
218,"GE218",4,"control","Schwarzbach",2609945,1193105,588,"BE","11.04.2025","1","C.SC.BE.1.4","G. Egloff","Münsingen","GE218","Münsingen",NA,NA,"609945","193105",588,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
219,"GE219",4,"control","Schwarzbach",2609945,1193105,588,"BE","11.04.2025","1","C.SC.BE.1.4","G. Egloff","Münsingen","GE219","Münsingen",NA,NA,"609945","193105",588,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
220,"GE220",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE220","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
221,"GE221",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE221","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
222,"GE222",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE222","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
223,"GE223",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE223","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
224,"GE224",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE224","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
225,"GE225",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE225","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
226,"GE226",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE226","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
227,"GE227",6,"control","Schwarzbach",2609967,1193089,589,"BE","11.04.2025","1","C.SC.BE.1.6","G. Egloff","Münsingen","GE227","Münsingen",NA,NA,"609967","193089",589,6,"11","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
228,"GE228",4,"control","Aire",2492622,1116353,380,"GE","30.04.2025","2","C.AI.GE.2.4","G. Egloff","Bernex","GE228","Bernex",NA,NA,"492622","116353",380,6,"30","04","iv","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
229,"GE229",1,"control","Aire",2492581,1116284,380,"GE","30.04.2025","2","C.AI.GE.2.1","G. Egloff","Bernex","GE229","Bernex",NA,NA,"492581","116284",380,6,"30","04","iv","2025","Lasioglossum","pallens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pallens","LC",NA,NA,NA,NA,NA
230,"GE230",1,"control","Aire",2492581,1116284,380,"GE","30.04.2025","2","C.AI.GE.2.1","G. Egloff","Bernex","GE230","Bernex",NA,NA,"492581","116284",380,6,"30","04","iv","2025","Lasioglossum","pallens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pallens","LC",NA,NA,NA,NA,NA
231,"GE231",6,"control","Aire",2492646,1116394,380,"GE","30.04.2025","2","C.AI.GE.2.6","G. Egloff","Bernex","GE231","Bernex",NA,NA,"492646","116394",380,6,"30","04","iv","2025","Eucera","nigrescens",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
232,"GE232",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE232","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Eucera","nigrescens",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Eucera nigrescens","LC",NA,NA,NA,NA,NA
233,"GE233",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE233","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Andrena","haemorrhoa",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
234,"GE234",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE234","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Andrena","haemorrhoa",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena haemorrhoa","LC",NA,NA,NA,NA,NA
235,"GE235",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE235","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Nomada","sexfasciata",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Nomada sexfasciata","LC",NA,NA,NA,NA,NA
236,"GE236",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE236","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Andrena","flavipes",NA,NA,1,"G. Egloff","C. Praz",NA,NA,NA,"Andrena flavipes","LC",NA,NA,NA,NA,NA
237,"GE237",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE237","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Andrena","minutula",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena minutula","LC",NA,NA,NA,NA,NA
238,"GE238",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE238","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Andrena","simontornyella",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Andrena simontornyella","NT",NA,NA,NA,NA,NA
239,"GE239",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE239","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Lasioglossum","pauxillum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
240,"GE240",5,"control","Aire",2492634,1116373,380,"GE","30.04.2025","2","C.AI.GE.2.5","G. Egloff","Bernex","GE240","Bernex",NA,NA,"492634","116373",380,6,"30","04","iv","2025","Lasioglossum","pauxillum",1,NA,NA,"G. Egloff","C. Praz",NA,NA,NA,"Lasioglossum pauxillum","LC",NA,NA,NA,NA,NA
